front
Frame 0
272.472		204.484		3713		2		0
272.616		177.862		3669		2		0
272.671		150.985		3688		2		0
273.618		136.379		3612		2		0
258.163		162.023		3699		2		0
253.855		184.65		3741		1		0
253.456		207.281		3705		1		0
254.873		210.44		3702		1		0
286.79		162.753		3694		2		0
291.1		184.909		3747		1		0
291.363		205.888		3710		1		0
290.021		210.89		3698		1		0
265.951		204.528		3710		2		0
263.052		231.01		3799		2		0
261.78		257.232		3875		2		0
261.755		262.641		3873		2		0
278.994		204.432		3711		2		0
280.617		230.17		3804		2		0
281.022		257.608		3884		2		0
281.375		263.01		3881		2		0
272.662		157.732		3697		2		0
255		215		3730		2		0
251.857		210.29		3737		2		0
289.982		215.995		3717		2		0
289.399		211.8		3695		2		0
Frame 1
272.423		204.484		3712		2		0
272.568		177.842		3664		2		0
272.637		150.95		3690		2		0
273.55		136.369		3594		2		0
258.161		162.042		3694		2		0
253.778		184.59		3734		1		0
254.295		207.035		3711		1		0
254.632		210.37		3697		1		0
286.677		162.685		3697		2		0
291.099		184.933		3748		1		0
291.332		205.903		3699		1		0
289.956		210.852		3706		1		0
265.894		204.53		3717		2		0
263.029		230.947		3799		2		0
261.778		257.234		3875		2		0
261.754		262.642		3873		2		0
278.955		204.431		3710		2		0
280.57		230.071		3807		2		0
281.007		257.846		3867		2		0
281.359		263.252		3876		2		0
272.625		157.7		3688		2		0
255		216		3731		2		0
251.77		210.181		3716		2		0
290		216.25		3720		2		0
288.601		213.803		3714		2		0
Frame 2
272.414		204.468		3713		2		0
272.544		177.818		3665		2		0
272.605		150.922		3684		2		0
273.515		136.361		3598		2		0
258.112		162.013		3695		2		0
253.76		184.586		3740		1		0
254.088		206.941		3717		1		0
254.53		210.179		3700		1		0
286.624		162.657		3696		2		0
291.093		184.95		3750		1		0
291.321		205.888		3708		1		0
290.087		211.001		3698		1		0
265.889		204.516		3714		2		0
263.019		230.672		3795		2		0
261.775		257.219		3867		2		0
261.743		262.626		3872		2		0
278.943		204.413		3714		2		0
280.568		230.688		3807		2		0
281.032		257.866		3888		2		0
281.378		263.273		3887		2		0
272.593		157.672		3678		2		0
254.5		215		3728		2		0
251.899		210.333		3729		2		0
289.668		216.334		3708		2		0
288.143		210.143		3716		2		0
Frame 3
272.414		204.479		3714		2		0
272.533		177.824		3678		2		0
272.588		150.921		3672		2		0
273.448		136.412		3594		2		0
258.073		162.041		3693		2		0
253.735		184.608		3738		1		0
253.937		206.858		3706		1		0
254.661		210.455		3698		1		0
