side
Frame 0
413.904		215.615		2902		2		3
415.428		175.119		2864		2		3
416.937		134.567		2915		2		3
419.327		114.832		2820		2		3
395.194		149.711		2943		2		3
387.264		185.504		2974		2		3
387.602		215.723		2963		2		3
388.632		218.871		2955		2		3
438.263		149.855		2874		2		3
445.888		184.572		2960		2		3
450.78		215.008		2910		2		3
448.983		218.824		2910		2		3
404.046		215.219		2936		2		3
401.834		267.013		3069		2		3
403.204		310.529		3078		2		3
410.027		320.476		3192		2		3
423.814		216.044		2892		2		3
426.717		257.437		3003		2		3
427.311		306.914		3084		2		3
430.374		316.169		3025		2		3
416.564		144.707		2913		2		3
390.498		229.334		2965		2		3
384.93		221.232		2979		2		3
448.674		228.025		2932		2		3
444.936		220.941		2921		2		3
Frame 1
413.929		215.638		2897		2		3
415.451		175.125		2860		2		3
416.93		134.546		2916		2		3
419.324		114.813		2840		2		3
395.202		149.742		2941		2		3
387.269		185.494		2974		2		3
387.627		215.717		2965		2		3
388.733		219.181		2947		2		3
438.26		149.862		2878		2		3
445.875		184.586		2956		2		3
450.75		215.018		2900		2		3
448.635		218.871		2903		2		3
404.067		215.224		2939		2		3
401.86		267.04		3071		2		3
403.538		310.18		3074		2		3
410.51		320.912		3174		2		3
423.847		216.097		2896		2		3
426.748		257.46		2997		2		3
427.309		306.974		3086		2		3
426.36		322.22		3098		2		3
416.569		144.693		2912		2		3
390.001		229.099		2967		2		3
384.294		221.229		2973		2		3
447.852		228.004		2934		2		3
444.814		220.187		2931		2		3
Frame 2
413.928		215.638		2896		2		3
415.448		175.126		2866		2		3
416.921		134.554		2919		2		3
419.311		114.769		2832		2		3
395.205		149.734		2944		2		3
387.284		185.345		2975		2		3
387.637		215.579		2961		2		3
388.623		218.974		2952		2		3
438.263		149.857		2873		2		3
445.864		184.595		2964		2		3
450.696		215.029		2911		2		3
448.773		218.844		2911		2		3
404.059		215.237		2929		2		3
401.891		267.022		3075		2		3
403.51		310.122		3081		2		3
410.174		317.241		3240		2		3
423.853		216.075		2889		2		3
426.69		257.484		3001		2		3
427.297		306.963		3083		2		3
426.565		322.136		3091		2		3
416.563		144.698		2914		2		3
389.328		228.335		2968		2		3
384.415		220.905		2981		2		3
447.783		228.307		2937		2		3
444.893		220.999		2919		2		3
Frame 3
413.92		215.576		2900		2		3
415.446		175.089		2865		2		3
416.926		134.532		2919		2		3
419.311		114.767		2829		2		3
395.218		149.725		2941		2		3
387.26		185.555		2975		2		3
387.676		215.792		2966		2		3
388.815		219		2955		2		3
438.264		149.854		2873		2		3
445.841		184.619		2956		2		3
450.699		215.051		2906		2		3
448.922		219.153		2907		2		3
404.046		215.177		2935		2		3
402.37		255.597		3045		2		3
403.213		309.231		3083		2		3
409.172		319.079		0		2		3
423.853		216.004		2893		2		3
426.668		257.556		3002		2		3
427.33		306.92		3081		2		3
427.129		322.281		2994		2		3
416.566		144.672		2915		2		3
389.897		228.4		2959		2		3
383.88		221.266		2977		2		3
447.796		228.3		2942		2		3
444.909		220.254		2924		2		3
Frame 4
413.924		215.577		2897		2		3
415.453		175.089		2864		2		3
416.941		134.526		2912		2		3
419.306		114.76		2824		2		3
395.213		149.724		2945		2		3
387.271		185.59		2978		2		3
387.699		215.828		2961		2		3
388.814		219.156		2945		2		3
438.276		149.885		2874		2		3
445.825		184.638		2956		2		3
450.71		215.071		2908		2		3
448.694		218.634		2908		2		3
404.058		215.208		2932		2		3
402.334		267.365		3071		2		3
403.489		310.569		3075		2		3
409.143		318.15		3190		2		3
423.862		215.982		2893		2		3
426.644		257.585		3000		2		3
427.202		307.054		3078		2		3
430.271		316.314		3024		2		3
416.579		144.669		2913		2		3
390.142		229.286		2965		2		3
384.4		220.914		2982		2		3
447.775		228.002		2931		2		3
445.289		221.93		2917		2		3
Frame 5
413.923		215.586		2901		2		3
415.446		175.094		2864		2		3
416.914		134.526		2915		2		3
419.31		114.754		2820		2		3
395.221		149.731		2940		2		3
387.298		185.552		2976		2		3
387.687		215.786		2962		2		3
388.783		219.266		2941		2		3
438.289		149.866		2883		2		3
445.818		184.654		2960		2		3
450.68		215.093		2903		2		3
448.822		218.792		2913		2		3
404.058		215.208		2935		2		3
402.275		267.324		3077		2		3
403.484		310.556		3072		2		3
404.488		321.822		0		2		3
423.859		216.012		2890		2		3
426.65		257.594		2997		2		3
427.162		307		3076		2		3
421.979		320.896		3138		2		3
416.558		144.671		2909		2		3
390.833		229.669		2965		2		3
384.848		221.183		2981		2		3
447.993		227.912		2964		2		3
445.021		220.806		2928		2		3
Frame 6
413.923		215.568		2896		2		3
415.446		175.093		2864		2		3
416.92		134.552		2917		2		3
419.334		114.799		2820		2		3
395.209		149.745		2941		2		3
387.307		185.503		2978		2		3
387.696		215.738		2962		2		3
388.781		219.21		2946		2		3
438.302		149.865		2876		2		3
445.812		184.665		2955		2		3
450.664		215.11		2914		2		3
448.806		218.913		2902		2		3
404.056		215.193		2935		2		3
402.248		267.187		3075		2		3
403.352		310.669		3074		2		3
412.358		321.349		3185		2		3
423.861		215.986		2891		2		3
426.643		257.832		2997		2		3
427.208		307.04		3072		2		3
422.816		321.319		3102		2		3
416.562		144.687		2911		2		3
389.373		229.25		2974		2		3
384.18		221.5		2976		2		3
447.402		228.3		2900		2		3
444.85		220.253		2928		2		3
Frame 7
413.921		215.568		2898		2		3
415.443		175.095		2864		2		3
416.913		134.559		2915		2		3
419.322		114.814		2837		2		3
395.218		149.735		2945		2		3
387.314		185.492		2975		2		3
387.705		215.725		2967		2		3
388.739		219.102		2950		2		3
438.311		149.865		2879		2		3
445.808		184.662		2960		2		3
450.578		215.126		2909		2		3
448.91		218.665		2915		2		3
404.05		215.169		2931		2		3
402.585		255.383		3036		2		3
403.186		309.162		3083		2		3
410.291		318.058		3231		2		3
423.858		215.998		2891		2		3
426.618		258.027		3010		2		3
427.188		307.1		3075		2		3
423.667		321.732		3076		2		3
416.556		144.693		2918		2		3
389.726		228.455		2969		2		3
384.478		221.836		2977		2		3
449		227.717		2897		2		3
444.582		221.665		2916		2		3
Frame 8
413.931		215.572		2901		2		3
415.462		175.107		2869		2		3
416.943		134.592		2920		2		3
419.256		114.86		2822		2		3
395.208		149.749		2946		2		3
387.364		185.432		2979		2		3
387.763		215.653		2966		2		3
388.494		219.071		2946		2		3
438.31		149.867		2881		2		3
445.809		184.681		2962		2		3
450.587		215.132		2913		2		3
448.896		219.035		2904		2		3
404.067		215.199		2938		2		3
402.584		255.412		3043		2		3
403.116		309.163		3089		2		3
409.963		318.14		3157		2		3
423.871		215.986		2903		2		3
426.618		258.045		3006		2		3
427.184		307.212		3079		2		3
430.269		316.484		3017		2		3
416.583		144.719		2920		2		3
390.357		229.178		2974		2		3
384.08		220.751		2981		2		3
448.141		228.145		2913		2		3
445.13		219.996		2930		2		3
Frame 9
413.922		215.579		2901		2		3
415.451		175.111		2865		2		3
416.929		134.591		2919		2		3
419.272		114.828		2822		2		3
395.215		149.749		2942		2		3
387.358		185.336		2976		2		3
387.769		215.556		2959		2		3
388.896		219.169		2952		2		3
438.32		149.89		2873		2		3
445.804		184.681		2961		2		3
450.581		215.135		2915		2		3
448.871		218.808		2907		2		3
404.06		215.195		2928		2		3
401.775		267.032		3071		2		3
403.538		311.25		3078		2		3
405.161		322.082		0		2		3
423.855		216.014		2892		2		3
426.636		258.14		3004		2		3
